plaintext,type,index,vaultId,voltageToken,bluefinToken,bluefinId
3382654733783684,CREDIT_CARD_NUMBER,1,E1AA331B3646D996B66F2FA68464D17E,3382659721233684,3382656880303684,djI6MTIwMjIwNTA0MDYyMTMzMTEyMTE1MDQwMnxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
2731655777178280,CREDIT_CARD_NUMBER,1,062E70291DDAD35359C539167BAF6736,2731654060178280,2731653605498280,djI6MTIwMjIwNTA2MDgwMTA1MTExMTQwOTY0M3xlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
3596877333253882,CREDIT_CARD_NUMBER,1,945B491270EFD9D0F0A8D698BC13C768,3596872412213882,3596879704293882,djI6MTIwMjIwNTA0MDYyNjUzMTE2MTQ3ODYwOXxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
1563865825912040,CREDIT_CARD_NUMBER,1,FE121EF91ED271C12DCF7CE9A00E0AB2,1563860611672040,1563861065612040,djI6MTIwMjIwNTA2MDgwMTA4MTE2MTA4OTYxMnxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
5535458095334548,CREDIT_CARD_NUMBER,1,700BF63ACEC5DA60FC65AA76D75CE16C,5535450053644548,5535459559364548,djI6MTIwMjIwNTA2MDgwMTEwMTExMTYxMDY1MHxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
7682881957390409,CREDIT_CARD_NUMBER,1,057AEA97C9C4B1EF33A7B41ABFFA5055,7682882414920409,7682884393660409,djI6MTIwMjIwNTA2MDgwMTExMTExMTkzNzcwOXxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
8341999279034749,CREDIT_CARD_NUMBER,1,03260FAAD3ED26FBBA097E832C864136,8341990800194749,8341996947184749,djI6MTIwMjIwNTA2MDgwMTEzMTExMTEyMzkyNnxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
2637341649560874,CREDIT_CARD_NUMBER,1,5668A6FC19747CBAA161963D9E4D5D2F,2637340999630874,2637349453540874,djI6MTIwMjIwNTA2MDgwMTE0MTExMTgwMzczMXxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
4605176694946048,CREDIT_CARD_NUMBER,1,C43D2812924EB1306CB70A12635D86B2,4605175104006048,4605178845706048,djI6MTIwMjIwNTA2MDgwMTE2MTEyMTU5MzQ1MnxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
0306889857978027,CREDIT_CARD_NUMBER,1,8C75FFC3330AA0B4B0A0FC165ABB352D,0306881837418027,0306881723958027,djI6MTIwMjIwNTA2MDgwMTE4MTExMTk5OTAxMHxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
4436649968466276,CREDIT_CARD_NUMBER,1,1EAA823CAEE1D53D41473F39FEE97ABE,4436643899516276,4436641070766276,djI6MTIwMjIwNTA2MDgwMTE5MTExMTUzOTY2OHxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
3935059314156477,CREDIT_CARD_NUMBER,1,FEC6274E5FC59869D162EB52993B9334,3935058578196477,3935053107866477,djI6MTIwMjIwNTA2MDgwMTIxMTEyMTI3MTkzNXxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
6572319969965616,CREDIT_CARD_NUMBER,1,D9BF7D17F67A5E3A39DD51E236AEE943,6572315917985616,6572312716275616,djI6MTIwMjIwNTA2MDgwMTIzMTEyMTUwNDk5MHxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
3978079349530253,CREDIT_CARD_NUMBER,1,7E3F3C5D4C77B9350DA457C755FF499A,3978074445580253,3978078990290253,djI6MTIwMjIwNTA2MDgwMTI0MTEyMTkyNDY3M3xlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
5836747536478088,CREDIT_CARD_NUMBER,1,7219BD4B774C059C88169E504D8FC68F,5836744119578088,5836743156088088,djI6MTIwMjIwNTA2MDgwMTI2MTEyMTg1Njk3OXxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
1840820890220250,CREDIT_CARD_NUMBER,1,5AD50DD6CA0DE43AC78E43A66DF85F5D,1840824206400250,1840828788520250,djI6MTIwMjIwNTA2MDgwMTI3MTEyMTg5ODY5NnxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
6292854171204120,CREDIT_CARD_NUMBER,1,9BE112E5E87B6E2041ADCAD35E5622CA,6292855220294120,6292856875374120,djI6MTIwMjIwNTA2MDgwMTI5MTEyMTAzOTkyNnxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
4985525776131175,CREDIT_CARD_NUMBER,1,F7F64A057AF582AF4C4C8A9FD4DE5ACF,4985524842331175,4985522579601175,djI6MTIwMjIwNTA2MDgwMTMwMTEyMTcyNjIxMXxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
9475288758008584,CREDIT_CARD_NUMBER,1,D394AD1C4197F0EB85D7316A748356BD,9475281327168584,9475280688408584,djI6MTIwMjIwNTA2MDgwMTMyMTEyMTU3NDI5M3xlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
4142992144748326,CREDIT_CARD_NUMBER,1,BA6F23BCB055A5A64941559106FB9006,4142999598148326,4142992355868326,djI6MTIwMjIwNTA2MDgwMTM0MTEyMTU3Mjc5NnxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
0228480676587935,CREDIT_CARD_NUMBER,1,3362CB21A94DB39FDCD6EC58A0CB7C33,0228485201947935,0228481899337935,djI6MTIwMjIwNTA2MDgwMTM1MTEyMTI3MTI1MHxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
4794058004181622,CREDIT_CARD_NUMBER,1,0DC959830D366FE08DF2885B013DE75B,4794050152401622,4794056219271622,djI6MTIwMjIwNTA2MDgwMTM3MTEyMTYyMTU2OHxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
9698264633823251,CREDIT_CARD_NUMBER,1,55C27FD98135390FD1940A466E43AADA,9698262729583251,9698267443553251,djI6MTIwMjIwNTA2MDgwMTM4MTEyMTA1MDIxMXxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
5170411462136321,CREDIT_CARD_NUMBER,1,27166504DD983FCDFC84733EEB8F7ED9,5170413753006321,5170415903916321,djI6MTIwMjIwNTA2MDgwMTQwMTEyMTk4NjE5MnxlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
3648988268110264,CREDIT_CARD_NUMBER,1,310DA4DE871E754B707C22AAC1A67FA5,3648987250060264,3648980314850264,djI6MTIwMjIwNTA2MDgwMTQxMTEyMTc2OTUwN3xlMmZmYzQzYjc1OTliMDhlY2QxZDJiNGM4MTg1YzYyN3x8fA==
