plaintext,type,index,vaultId,returnType
5357607256292714,GIFT_CARD_NUMBER,1,BFD9E58473DF4B59DBFCAD32A6020F93,GIFT_CARD_NUMBER
9552313782168553,GIFT_CARD_NUMBER,1,16033A08CA3F6520464F000DC3BC154E,GIFT_CARD_NUMBER
0515888481383214,GIFT_CARD_NUMBER,1,748133CA06772F85A8B9D8FB5BF93032,GIFT_CARD_NUMBER
0086129069403907,GIFT_CARD_NUMBER,1,AB1A65BDFC93AFA937FD3698B26DF94D,GIFT_CARD_NUMBER
5842700539055491,GIFT_CARD_NUMBER,1,65787BE53A18F34EED8E654216A27871,GIFT_CARD_NUMBER
3997945347208541,GIFT_CARD_NUMBER,1,C85BDFDBC829E1D6EFDA936D965DEF3D,GIFT_CARD_NUMBER
8323504073893984,GIFT_CARD_NUMBER,1,0B8AFF995EABFFEB92B84BDD031F769C,GIFT_CARD_NUMBER
5621712500240514,GIFT_CARD_NUMBER,1,AA4940ABC287D60199EA96BD45153A71,GIFT_CARD_NUMBER
1682251185774564,GIFT_CARD_NUMBER,1,DD6E5F1C0F294C19A9C6373B3D65C168,GIFT_CARD_NUMBER
1749789861799497,GIFT_CARD_NUMBER,1,FB20061A047268FFB07D721ADE819D0C,GIFT_CARD_NUMBER
3776616555418942,GIFT_CARD_NUMBER,1,5FFE7ABB36B075406B9D03444FD797BD,GIFT_CARD_NUMBER
2589866380425257,GIFT_CARD_NUMBER,1,BBF9AEBA678E58EAABC3D29E0E2F996D,GIFT_CARD_NUMBER
2101505876316246,GIFT_CARD_NUMBER,1,8EA7D863779718786198AB6315B185B8,GIFT_CARD_NUMBER
8088909691828991,GIFT_CARD_NUMBER,1,A275D21E30C8BDE0F078A78E0EBB1AC5,GIFT_CARD_NUMBER
7935540089025646,GIFT_CARD_NUMBER,1,FE40A7B1825ACEE3015B4B98558C3648,GIFT_CARD_NUMBER
4513085990228545,GIFT_CARD_NUMBER,1,9639BA76AB6FCAA0538EFA5D2DA5129D,GIFT_CARD_NUMBER
7646802456883070,GIFT_CARD_NUMBER,1,26204405E08195B45E76674D3122004D,GIFT_CARD_NUMBER
5994687701476863,GIFT_CARD_NUMBER,1,D0D0EF5CD53958F8280F403C0AC2A0C9,GIFT_CARD_NUMBER
7308188670929864,GIFT_CARD_NUMBER,1,94E6CE9DE3ED44394631FC7BD1FB98D6,GIFT_CARD_NUMBER
0585449798205127,GIFT_CARD_NUMBER,1,F3ECAC964D27F99301B7EDBEC6069CE8,GIFT_CARD_NUMBER
5865568167995992,GIFT_CARD_NUMBER,1,B2A61D33F74664B69AA898088E6A5373,GIFT_CARD_NUMBER
3717504856458577,GIFT_CARD_NUMBER,1,8D67B01E368B59F49E27784FC56D3AA7,GIFT_CARD_NUMBER
8219292879054634,GIFT_CARD_NUMBER,1,3951949351B3F638E483C515A6DEE3F6,GIFT_CARD_NUMBER
6253712887994290,GIFT_CARD_NUMBER,1,9709E18A9B383B6EC5F3508E8D10CC35,GIFT_CARD_NUMBER
5921001348628134,GIFT_CARD_NUMBER,1,DDAAB38DFB686A8593828C8930C875D6,GIFT_CARD_NUMBER
3382654733783684,CREDIT_CARD_NUMBER,1,E1AA331B3646D996B66F2FA68464D17E,TOKEN
2731655777178280,CREDIT_CARD_NUMBER,1,062E70291DDAD35359C539167BAF6736,TOKEN
3596877333253882,CREDIT_CARD_NUMBER,1,945B491270EFD9D0F0A8D698BC13C768,TOKEN
1563865825912040,CREDIT_CARD_NUMBER,1,FE121EF91ED271C12DCF7CE9A00E0AB2,TOKEN
5535458095334548,CREDIT_CARD_NUMBER,1,700BF63ACEC5DA60FC65AA76D75CE16C,TOKEN
7682881957390409,CREDIT_CARD_NUMBER,1,057AEA97C9C4B1EF33A7B41ABFFA5055,TOKEN
8341999279034749,CREDIT_CARD_NUMBER,1,03260FAAD3ED26FBBA097E832C864136,TOKEN
2637341649560874,CREDIT_CARD_NUMBER,1,5668A6FC19747CBAA161963D9E4D5D2F,TOKEN
4605176694946048,CREDIT_CARD_NUMBER,1,C43D2812924EB1306CB70A12635D86B2,TOKEN
0306889857978027,CREDIT_CARD_NUMBER,1,8C75FFC3330AA0B4B0A0FC165ABB352D,TOKEN
4436649968466276,CREDIT_CARD_NUMBER,1,1EAA823CAEE1D53D41473F39FEE97ABE,TOKEN
3935059314156477,CREDIT_CARD_NUMBER,1,FEC6274E5FC59869D162EB52993B9334,TOKEN
6572319969965616,CREDIT_CARD_NUMBER,1,D9BF7D17F67A5E3A39DD51E236AEE943,TOKEN
3978079349530253,CREDIT_CARD_NUMBER,1,7E3F3C5D4C77B9350DA457C755FF499A,TOKEN
5836747536478088,CREDIT_CARD_NUMBER,1,7219BD4B774C059C88169E504D8FC68F,TOKEN
1840820890220250,CREDIT_CARD_NUMBER,1,5AD50DD6CA0DE43AC78E43A66DF85F5D,TOKEN
6292854171204120,CREDIT_CARD_NUMBER,1,9BE112E5E87B6E2041ADCAD35E5622CA,TOKEN
4985525776131175,CREDIT_CARD_NUMBER,1,F7F64A057AF582AF4C4C8A9FD4DE5ACF,TOKEN
9475288758008584,CREDIT_CARD_NUMBER,1,D394AD1C4197F0EB85D7316A748356BD,TOKEN
4142992144748326,CREDIT_CARD_NUMBER,1,BA6F23BCB055A5A64941559106FB9006,TOKEN
0228480676587935,CREDIT_CARD_NUMBER,1,3362CB21A94DB39FDCD6EC58A0CB7C33,TOKEN
4794058004181622,CREDIT_CARD_NUMBER,1,0DC959830D366FE08DF2885B013DE75B,TOKEN
9698264633823251,CREDIT_CARD_NUMBER,1,55C27FD98135390FD1940A466E43AADA,TOKEN
5170411462136321,CREDIT_CARD_NUMBER,1,27166504DD983FCDFC84733EEB8F7ED9,TOKEN
3648988268110264,CREDIT_CARD_NUMBER,1,310DA4DE871E754B707C22AAC1A67FA5,TOKEN
7365366425344739,CREDIT_CARD_NUMBER,1,1990515A25A3E68C2AD0623A7A813DA4,TOKEN
2098785836232108,CREDIT_CARD_NUMBER,1,5BE4A6EDD6BAE3F4B55116320EE7E439,TOKEN
3320147339346498,CREDIT_CARD_NUMBER,1,91FA6808C05B2F3893D4679DAC52FEA8,TOKEN
0400444054756002,CREDIT_CARD_NUMBER,1,003165A6BEEA0469B1DBCB0B518EEE0B,TOKEN
6627929246499902,CREDIT_CARD_NUMBER,1,6412CA27E387B266326FAF09B364B277,TOKEN
2346414967834995,CREDIT_CARD_NUMBER,1,C463C2955F64DEFE18407C60DAE84958,TOKEN
6455771952270762,CREDIT_CARD_NUMBER,1,37CABD8C66BB6D31A7986974AA45A4B1,TOKEN
3461347761716334,CREDIT_CARD_NUMBER,1,221337FA393363DCF628E2CCA0147B70,TOKEN
